carnum,ft1,lt1,ft2,lt2,ft4,lt4
’„GCC778D85D873DEC288256D59E2C3624C,7,17,7,17,,
’„G738E060515712BC0ABFF622066E346B2,8,17,7,17,7.0,17.0
’„GB330A92F30579CB91F0633B837E11E4C,7,17,8,16,7.0,18.0
’„G71AD985CB5EEBA7F9AA2086EF1C3397E,7,16,7,17,7.0,17.0
’„GBB3DA42384FE23B4635B5FABAAED2BF0,7,17,8,16,7.0,18.0
’„G2D75F27A9EA0A3FCD41FC11FEAF03F4A,6,17,8,17,,
’„G48994BE9FC6C1E0538F74F7E071AAEB7,16,19,7,16,8.0,18.0
’„G8893800DB832805461A09F6CA613C0BC,6,22,8,17,,
’„G093175E93B8D8F3F4483A2BEFDEBD952,12,21,16,20,10.0,17.0
’„G3A5433996284340B33F70C24953A8920,7,17,8,15,7.0,17.0
’„G2212E0513065E1A8E31692528621261A,8,17,8,16,7.0,17.0
’„G3C20D695C30E141BFC1699A38E46E2A2,6,20,6,15,5.0,14.0
’„GF21BC64733F213CBBF722231BB203CEF,7,17,7,17,,
’„G34AFFE6C5567DFB3C0A0742DEA6762F4,7,10,8,17,7.0,9.0
’„G6D305F394128B298F9C159713883158F,6,19,6,7,6.0,18.0
’„G9D828976F900114C1974B74CC5E15CBF,7,18,7,15,7.0,18.0
’„GE191F703D07306CC63CFEA2F04881EDC,8,19,8,17,8.0,18.0
’„GFDE6BD541E837A1DC3AAF0AF2E15C634,7,18,8,17,,
’„GBB8AEA9443ED5B7670406536DA3E85A9,6,18,6,17,6.0,17.0
’„GE1FF81E72EB4942DCF6989DAD175CF1E,7,17,7,17,7.0,18.0
’„GE7EE93C2B361CB52476A2453B383572A,7,16,7,17,,
’„G04B334332603982CA6E7FF8EE3F5D7C5,7,19,8,17,8.0,18.0
’„GD6CF7F4E91FE0A3A7AEE3E1BF8678A58,7,18,7,18,,
’„G6915BD2371B926EF79168506BA278CD7,7,18,7,17,,
’„GFDCC37627411F1A9F69FB58B3CADC5D4,7,18,9,21,7.0,18.0
’„G5056E553B263E741B3A285A6635FDAD9,7,7,6,17,,
’„G7658E0370D4B7E37F04FE3E8E2C9906F,8,8,10,14,8.0,16.0
’„GC911222374B001F071EAF264D49791BD,8,16,8,16,8.0,17.0
’„G94976E19624BD61A3C078635208BF5F3,18,21,11,14,10.0,11.0
’„GAC4B5AF9621BFC7AFF25CBDCA1107EBD,6,6,11,17,,
’„HC1680D76BE0BC05B72B79A79E9137005,12,15,10,18,8.0,21.0
’„GAF10BB856101327D4A392B6E09B3AFB6,6,16,15,17,6.0,7.0
’„G030E5D01674873F4BB931396B93D6B6B,8,17,8,17,8.0,16.0
’„G681A4FDD39CAE201227B79F69D6B25A3,7,20,7,22,7.0,8.0
’„GCA7306DB68D18FD05B61D2FCBC409D77,7,17,8,17,7.0,17.0
’„G4B8F082BF19A23B8B396B5689C0D6BBB,8,18,8,17,,
’„G0B771DCB11AA54686CEB10DA2C502007,7,18,11,17,14.0,17.0
’„GEDE2921DCC07CE9573FDAA601DB9F72D,7,15,8,15,7.0,17.0
’„GE09A1634CD6330F5F5A870207517D17D,7,7,8,17,8.0,18.0
’„G204137D8779857F34FB11AD3DF9C291A,8,17,8,16,8.0,17.0
’„G2AD702D85DC400AA69287056D341C589,8,8,9,15,8.0,17.0
’„G7FE0666CDFDB5926EAB5766B4D5ABEC9,7,21,8,17,7.0,23.0
’„G39B596E4848AA9EAC184B2602717364E,7,15,9,14,,
’„GB7E5C64E62F4EF1B46D7F1DA56FDB0E1,8,18,8,17,8.0,20.0
’„GF2EB3CE8C6D40B1BDB035F96F349A7EF,13,22,11,20,13.0,22.0
’„G4F7697F26D403A218A30FE75DBFCB82C,6,7,7,16,6.0,7.0
’„G3C5C03DFAEFF541572C6CDA5236C21F7,8,16,7,17,,
’„BAC0041D01D0EFB30069EA29EE27D37B4,7,7,7,18,7.0,17.0
’„G54BFFB93D60771371518197AA93A568C,11,11,11,18,12.0,18.0
’„GBE7FC9DCE9277AEA35CCD3AA62DB1C34,7,7,7,18,7.0,18.0
’„GE6577ABAE3471E7A9AAA3664D1B570BB,7,7,6,17,,
’„GEEEA3A7D88793D67508DBCF3DA8FE4BA,7,18,7,16,7.0,7.0
’„G0FCD9E90CEFC944795D92753243DDE4A,7,7,7,18,7.0,20.0
’„GD556B0DFBF81FD0CBADC7E5E22AA014E,7,13,7,13,,
’„G5CCCD6B2C61521D4E3F933309174A1D0,7,17,8,18,7.0,18.0
’„GB4A6F42B01A7DE90549C7C2F05DBFF86,6,18,7,18,7.0,8.0
’„GC2B64290C55D1D3B032F4558FA320A26,7,17,7,17,8.0,18.0
’„G5CFC942DAA704FB9135E4FE62A0A3889,7,18,8,8,,
’„G47F1453B5BEA97DA6048562F5956A27F,7,17,7,17,8.0,17.0
’„GF098D83586A436D0F7438831E1643930,9,18,10,18,18.0,19.0
’„G0BA7C6DAB6C3D1B0D4AE27EDC1C14289,8,19,7,17,,
’„G11C82D58B15B5511BEA1454ABFA80C64,7,7,7,9,,
’„G18811B1E7FB7EEDF2BB023E77220E437,6,19,7,21,6.0,20.0
’„G4F9D734517237FA7B5D95C97D26FF1FA,7,19,7,18,7.0,19.0
’„G65A1A87A416AA634926ACB626BAE55A9,7,18,8,16,8.0,8.0
’„GA777DC363749F99E4D69C1814CCE1429,8,17,8,13,8.0,16.0
’„GC191DFF75A4B7A5B1807BB30D5472772,8,19,9,19,8.0,19.0
’„GD39FB4C79C242972FC830C259700595B,1,18,13,21,11.0,14.0
’„GE31554F97AB7B1400BE6BCC3219A043A,7,17,7,10,7.0,17.0
’„GE3806C4ECEC3A79602CEDC8CC9B84B1C,14,21,15,18,13.0,20.0
’„GE7D0FDCC79BAEE6FE490CD255CE3AC49,12,19,13,16,14.0,19.0
’„GEC6CBCD4365F3EAED2E559D4410300D4,5,6,6,19,20.0,21.0
’„G3ED1FCA1A8C5A677E6B38DB198CCFCEE,8,20,8,17,8.0,18.0
’„GAACFAEC5C836CCF7F525C9145B695D37,8,22,8,18,7.0,21.0
’„G2B2DFEA983311497E955BEE3282F7EA1,7,18,7,16,7.0,19.0
’„G2FC08499AD60B219D842E40EA6297C56,7,17,8,17,7.0,17.0
’„G0D75F8AF0FB9DA518BFA3EB36132528B,7,20,8,18,7.0,20.0
’„G7A7181EE1C2D48B152A132E96CEC2E16,7,16,7,8,7.0,18.0
’„GCA8734B17FB2604277805C35144D2AA6,7,18,7,18,7.0,18.0
’„G141616635BE21220038FB70F3031EDB7,7,21,7,17,,
’„G0567ADBFAC26F613D53774BE73BB92B9,7,15,8,17,6.0,9.0
’„G9189B1FA5E3F16530073AD7166054B06,6,20,8,17,5.0,22.0
’„G20509F586521C30E8C5C460DF90D030C,8,17,15,16,8.0,17.0
’„GC235AC2E4BE08DEBDC75E05659472537,7,17,7,17,7.0,18.0
’„GDEA40812FDA4577AA1DBEF4280FD41F4,7,19,7,17,7.0,19.0
’„G9B59F7C18F34CDCDC917AFC82DD1A014,9,19,9,19,,
’„GEECCE85203173D60EC6A5C1AA713DD2F,7,16,7,17,6.0,17.0
’„GB1F84797C004240E4C5144A9D0F70E07,9,19,14,19,12.0,18.0
’„G3DCE2E3155F3B951030B49910257C781,7,20,7,17,7.0,17.0
’„G7AF97FFD2732B7A2A5994B6AB66B95F2,8,17,8,17,,
’„GBE81B874DE2550063ED655A0BC512BDF,8,21,15,18,9.0,21.0
’„GFCC4B029DB43C30B46AD4560105048B8,7,16,16,17,7.0,17.0
’„GE3CBA76DFEDFCE8008C8A849767F9A30,16,21,13,19,,
’„G655BEBFF31A1BCEA3C9BE300842584B3,11,13,15,17,,
’„GF80CC84DB48944B01648CF63056F65F0,7,18,7,17,7.0,17.0
’„G490B39BB3DF13E56ED91C2430CAD2D60,7,17,7,18,6.0,18.0
’„GB1E7DB06746625ABA25217F205AC31AF,7,20,7,18,7.0,22.0
’„GE5CC699C0E9C2A127E6302C31BE7AF3E,8,10,8,9,8.0,11.0
’„G901595D830DAAFE548DB3C08192F3951,7,17,8,17,7.0,18.0
’„GF2108C317086B6E39825E93EEC89C382,8,18,9,17,7.0,20.0
’„G91A87E760ECC4F55E76E3E050BB8C130,4,17,4,10,4.0,17.0
’„G50B02FD28CC1D48B7B16F026D20C12DD,7,18,7,16,6.0,18.0
’„GF826FBA19AA4C4FD33E339250D9D28EC,6,17,7,17,6.0,19.0
’„G8F0DCD1463E104EDB5EEC1BB5FA603ED,7,8,7,15,,
’„GD35DF4F0E66E09513F449A36B279E216,7,17,7,17,7.0,17.0
’„G7205462F93A27683FE026D415DB0F1FB,7,22,8,18,7.0,18.0
’„GD4FE32B2900B9D4530BB5238831B3557,6,7,7,20,7.0,20.0
’„G014A886D0D384D18A3EEAF3573FABE36,7,17,8,17,7.0,17.0
’„G74769498C21940848C72BA87C5176E45,7,16,7,17,7.0,17.0
’„G51FAC8F8FA88F217ACDC98C2D3CD231E,6,18,9,11,5.0,17.0
’„G1D843223821F16402746714E3F64402B,7,17,7,11,7.0,17.0
’„G1380E1B51D42E543B44D52EE0495FE87,7,10,7,17,7.0,10.0
’„GEFBDA9AADF6373244C355464BB84B59A,8,22,7,20,16.0,21.0
’„GCF8606644773224782E26F645F47331F,7,17,7,18,7.0,18.0
’„G517F75504E2F2C0841DDF2DE123AEF52,7,20,8,16,7.0,18.0
’„A7B763A338B5D06613EA02D69A5DDEBA7,7,19,7,19,6.0,18.0
’„G06FFB846924E314135818ABAB616BAD7,6,18,7,16,6.0,18.0
’„G302D46208D63E17C035119144C2DF055,7,18,7,17,7.0,17.0
’„G42A58E1682D2423878AF370C932D463A,7,17,7,17,7.0,17.0
’„G8149821E4E9CE2F3F36166DEFD469134,7,17,7,16,7.0,17.0
’„GB06574E2343173A102F6A0D7444D9F95,3,4,3,6,2.0,5.0
’„G450E12FC7FD39C1AB81A9446E8E77FC5,7,22,8,17,7.0,21.0
’„G614B027EEA207334A11804B16C960A57,16,21,15,19,,
’„G8D586F5503B06D49F4F13A511BA62983,8,17,8,18,8.0,17.0
∏”F3A80BCCF7F7BD25E3B3DA4C0E9123CF9,6,12,4,5,5.0,5.0
’„G91E25274C7C3A228BEE4035E306EA566,6,17,7,16,,
’„GD8FE9DD4BAC40BB24C6E3BD7E916D9F6,0,16,20,22,11.0,19.0
’„G8DF9D04012D24AF531058D1C57720841,9,21,9,16,8.0,18.0
’„G9E9D9A731A01F4413DE8E82BE015E166,8,19,8,17,8.0,18.0
’„GC362AE081650A4D0818250562C5F63E1,8,15,7,16,7.0,18.0
’„GCE63E078475178AB30CAA0FE8B0BAACE,7,18,7,17,8.0,18.0
’„GEE5BBDC7E56A8BDE6A90CCAD4F83B319,7,17,6,16,,
’„G413EF81E2539BCAD8155E965428C8EA4,7,17,9,16,,
’„G73E439B933DBC95D223BAD7589CDD795,7,18,8,17,,
’„G5E89C57ED037954980756221131AA146,7,18,7,17,,
’„G6E03BA0F791206AC5BD9619B71EA0E45,7,18,8,16,7.0,17.0
’„G4C2F79B756B2EC6C4FE5783A12650748,7,17,7,17,8.0,17.0
’„G85A048BDED033BA444D6D8A44CA55E3C,8,19,7,17,,
’„G036DBB109E0B258B9A5D8F33FE6B133F,7,19,7,17,7.0,18.0
’„GAAD6FA0295B0CB0B8B850989B8F18328,10,13,9,16,13.0,13.0
’„GC2A48B05710D54CCB9F2E112BB907564,7,18,8,18,7.0,20.0
’„GC093C8D6B302D9DFB331B34B389A47F6,7,18,7,17,7.0,17.0
’„G782EF28DF9437131E6945927E505F4D6,7,17,10,10,0.0,7.0
’„G543DF1D3C8E086DD0D058659DFF29D20,7,8,8,10,7.0,9.0
’„G6A0633E98682E7EFD06378B348CA1CD7,6,16,5,16,,
’„GD1937D7C54DBE5B0CB534537BFCAA992,10,18,7,17,10.0,18.0
’„GF51C36533A98B3BB0C84F5B2C94FE978,7,17,8,16,7.0,18.0
’„G36AEEDC813475EA605746C65561933ED,6,17,6,17,,
’„GDDEE2736677344EFC5514C9C5563A5E8,6,17,7,14,6.0,17.0
’„A1CE9BD7085565B3E6BF6B2752253F720,7,16,8,17,6.0,13.0
’„G60F50E871099F8F45DF56CE709A63487,8,19,7,20,8.0,20.0
’„G712EEE9EAD3EEEB5DE019D23293ED132,7,20,17,17,7.0,20.0
’„G7FBF6D9753DC89B4AEAF3602C5F021D6,8,20,9,15,9.0,17.0
’„GB9F204C4F46DABE57CE487448C2DB71D,7,17,6,17,7.0,18.0
’„G2F913B7B72B1E2A5917B5DF92CD0F983,8,17,8,17,8.0,17.0
’„GE5841D3C01E2DC205320EE326D437C59,7,8,10,11,7.0,17.0
ÕÓKD60CE58259026D0E218FBF4CE9F9C35C,12,16,11,13,14.0,15.0
’„GC8A2B0EFED27D57E041CB3DB8ABA872C,7,18,8,17,7.0,19.0
’„G9B687D38D1074554AAFE37708684499A,7,10,8,17,7.0,18.0
’„AC719666338D66CCD89EEA5D9F4EDD071,3,13,8,14,,
’„G951DFE47DE1A37414C777DB25A2954A9,7,19,9,16,8.0,23.0
’„GA725F784C23CE6ABBEC8CA339E589A7B,9,17,8,17,8.0,18.0
’„GB95B715D415C47DEFD091AB9BE67A9B8,7,21,8,17,6.0,17.0
’„GF032DD32F677A6B0A83D9E48A6E95F31,7,8,8,16,17.0,20.0
’„GE08BB87E92DE056FF8B6700E4CB09674,7,10,7,17,6.0,8.0
’„G03FACD2DEA6B741BD7B30B16315E7519,7,17,7,17,,
À’A09A84CF14A982A959F042CD94997F0E7,8,19,8,18,,
’„G53CCD14DC38DAF0D4E57D2C5A49A90FB,7,16,7,17,7.0,19.0
’„GA253B6A8FEB28D02837F134CC4044228,7,18,7,17,18.0,18.0
’„G17771F7131CA8439B2248122ED030A52,7,18,8,15,7.0,8.0
’„G6030F31A8630A6DA2777BCBA77578945,2,18,8,18,0.0,11.0
’„GBFD133783D46AFAAB8EF5BA814E25D2C,15,19,8,18,,
’„G7D259B8415038BB40632BFF6B2D8C192,7,17,8,17,7.0,21.0
’„G11C59E223DE8F313822B93F6167169D8,12,15,7,15,7.0,14.0
’„G76F8AEE4113A625078E60A464F0CC86F,8,16,8,17,7.0,7.0
’„G801B533520FA2F493749AA7663B72892,9,17,10,13,12.0,14.0
’„GDF2FF3FBBAC24DDB0369CC61131A715E,7,16,7,16,,
’„G103211D35CDEDB0A9CEE1146B4553F65,7,18,7,17,7.0,20.0
’„G65A95068BB07C4F5480C3103CDD391C6,7,18,7,21,7.0,19.0
’„G6968DBB4541F5D8369E697F074AF22FE,7,19,8,18,7.0,19.0
’„G93D11706901B70FF3250FEA04DB770E8,11,21,10,14,9.0,23.0
’„GB033BAC133EB6C104861E7ED014AC1B1,7,16,8,17,6.0,16.0
’„GD1A50D7ED545CF37140B79C4DDAD4DB0,7,17,8,16,7.0,17.0
’„G1E44E5172C920A9415FC565E978F2954,10,17,9,17,9.0,15.0
’„GBAFD7B5C63CDB03BFB3FC26E66969001,7,18,7,17,7.0,17.0
’„G650EAEBF0616137B9F62BEEEF0DA30AB,7,7,7,17,7.0,17.0
’„G873ED93BB7B6F3CB754662EB1AA7BB17,7,17,7,10,7.0,17.0
’„GA00E06DDD2711B378999528BA60169F3,8,21,8,18,,
’„G975F93DB8F67C7812B8C23D2451CC3CF,11,19,13,15,10.0,20.0
’„G4BB0E2E5B87CC2B866A21832000EA045,7,17,8,17,,
’„G55AEA31963A29A3C9DC917748A2C4340,8,18,7,18,7.0,18.0
’„GED841C07E240AAB01AECE5FA6B523D04,7,18,8,15,5.0,20.0
’„G3EBDC3C8295502C8E3DF81D8A02EA0F0,9,22,8,23,9.0,16.0
’„GB3041966579C1DF4F55386E1C665A4D6,6,17,7,17,7.0,18.0
’„GB32AFB1E5A257BBEDFF5293B925B3563,9,17,8,17,8.0,13.0
’„G1A36A0E3D30C742DBD3E6EF639E910E5,16,23,8,17,9.0,9.0
’„GA794789C32BAF935CE127EA8636DD2A2,7,8,7,17,,
’„G6A3E554F67DE0F9C5DF440126311ADC7,10,17,8,16,9.0,17.0
’„GE61964009E00B5655C70FB5E6FC1EEA8,7,17,7,17,7.0,19.0
’„GDF3FA61D0418160A64319DDC46732869,7,18,7,18,7.0,21.0
’„GEA525481B622AD0A0E2AB5E36349E2D3,7,17,9,17,9.0,17.0
’„G599DCA5D0E21863A3A7D20051339B9B6,7,9,9,17,7.0,23.0
’„GEE9FE2C28AA50E84CEA8B28C22C2A54E,17,18,7,18,19.0,19.0
’„GD56718AE98E525A30B2C56B1FA030709,7,21,8,18,6.0,22.0
’„G00F68C332C4F17C566E4CEB53A1F2A0B,8,17,8,16,,
’„G975039D2143CA4ED01795FDCA5A9E98A,7,17,17,18,8.0,17.0
’„GDB3646B6BB5182917F04D165BAD9AD3C,7,7,7,18,7.0,18.0
’„G7F83BF8CFFB14F75EFC6F777920DA347,7,18,8,12,7.0,17.0
’„GF6F095061400C694698E9012DCA0BC00,7,17,7,17,,
‘•NB77628533C39093DF5EE9C9DF091EDCE,13,23,22,22,8.0,21.0
’„GDC234665BDD03E77BF95F8A8F2686439,8,17,9,15,,
’„F3EB89D7CEC5974B5EE8F4C636001253C,12,23,14,19,,
’„GC7828B7A5FCBA12299FC9C6A314067B3,7,17,7,16,7.0,17.0
’„G13AB4E1E6CE760ECEB7FB20261DDFB01,2,19,7,18,12.0,13.0
’„G4F52E9A5C8D745BE025AC55FCFDA8ED3,7,18,7,17,8.0,18.0
’„GB723ABA50DA82B57B1952BFDB8EFDC01,7,16,7,17,7.0,15.0
’„G6F62840F1814460D878366CAAF3682F8,7,17,6,17,7.0,17.0
’„GDD49B8AF0774FBED98EAA9C659F3120A,9,17,8,15,9.0,19.0
’„GF3EC677A57FE0BFDD39FCE5662AC8847,7,20,6,17,,
’„G01B9FD36FC07023AAC92FDC61AE1EC06,7,17,7,16,7.0,18.0
’„GD2248A9C023DD88D6EC8AECEF5D75BB4,11,14,7,15,,
’„G4717FC765649BED9D962516E2D3869B7,11,16,8,16,11.0,16.0
’„G2151631A573EAA8161DE3A7C12D73FEE,8,21,9,18,8.0,18.0
’„G5BE115D98866EA5C2446C6A307036D5F,7,17,7,17,6.0,18.0
’„G7D2A662ACB144130CAC56CBDBF25EC4D,9,22,12,17,9.0,21.0
’„G8D8EDFAB6F8EEEA4FA64A1288FF2FDE9,9,17,12,16,8.0,18.0
’„GFFFED8DF7B069DCCBFA654C5201059DC,7,18,7,17,,
’„G8FCD8132901F8BC243082C557601D697,7,17,7,17,7.0,18.0
’„GBDFFFD75D1DF6C0ACD2B91AE8FDECE30,7,18,8,10,7.0,15.0
’„G7B3291D6D11D367BEF85D07A4C16C0CC,9,10,7,16,6.0,21.0
’„G70B5758DD6F95FBE0C4B7618C1975161,10,12,11,17,,
’„GA63A6E2A651FBD8FBA886D2D79CA1941,9,17,10,13,11.0,19.0
’„GC68379015A83EFC37CA595546DC8F50A,7,18,8,16,7.0,17.0
’„GB6AF2050E924B359D22922BDFAD5D0C0,7,12,8,10,,
’„G5CFA66D9E1194BE82BDD8F7A47EA14BC,7,18,8,18,7.0,19.0
’„GFD90702866D317A4B3C220CC1B962BA6,12,17,11,12,,
’„GA6612DA312A0CB1E3E48562D59016E10,7,16,7,18,7.0,19.0
’„GF13B02249263FB3BEC0DF7364F089049,13,17,9,11,,
’„GD66D0A8B35CA0B7C795416A152C9B20F,6,17,11,11,6.0,17.0
’„G4C18948EA5DE31E3082E8AD5EEC4E82C,8,18,8,9,8.0,14.0
’„G9A8CED153C1D2AE22FA673E03FE5AAA0,7,8,8,16,7.0,19.0
’„G2F0AB493A62D0051A78F9B4C018EB09D,8,15,8,16,7.0,17.0
’„GEA1195D288270EB53CB5BCDA7E28F746,7,17,7,17,6.0,18.0
’„G887C0946262AC780B42898B2F64F815E,7,19,8,17,7.0,18.0
’„G38FCD379EB38EF726B841604878E1410,9,14,12,15,8.0,21.0
’„G3899574499D9EAA5C74FB3CA6F49AD31,8,19,7,17,7.0,17.0
’„GC2E17628B3AFC8101EE73B49987A90C8,7,22,8,16,7.0,22.0
’„GCF07D11447AE859679F3E21CB319E342,7,17,7,17,7.0,8.0
’„G9B28609D6C38721ED84C8EE80777C688,7,17,8,17,7.0,17.0
’„GC8C2369D7C10E1E922DC42C1B1E6BFD3,5,19,7,17,4.0,10.0
’„G69C2E6CAF60FE3BC730CE5F85976B8D4,7,12,7,17,7.0,17.0
’„G43C00E981DFDF4B95F408DE70630B768,7,16,8,16,7.0,17.0
’„GEA6DA762DE72D4403D3A62D02FA84ED4,7,17,8,17,8.0,17.0
’„G10C00E00E6103BA2A72FCB631EA8C7CD,8,15,7,11,,
’„G8CAA5E3A02142BDE2EA03C5F675A33CE,7,16,7,10,6.0,17.0
’„GB6F8131182D494D8EF06FFC833DF0AAE,6,16,7,17,6.0,9.0
’„G9E64745F7D07E11389B9839EB46F79B1,7,17,7,15,7.0,7.0
’„GFA3FAD032C125500D5B58ADA98E0D940,14,17,8,17,15.0,17.0
’„G6BD3D69D12355EF2FCFC6C66C45C562C,8,18,8,17,8.0,16.0
’„G6BF3D932305A8BF5E87130943143E744,3,14,4,14,,
’„G09FFF272599D423E262B048184BEED80,7,17,8,17,7.0,17.0
’„G1D96123C44298169306A70A1263C503D,7,17,7,17,7.0,19.0
’„G2F862B00DBBD8E1A8C3FBECA4EB45F65,7,18,7,19,7.0,22.0
’„GB646BE0C079F98DA19B7C335DA1827AB,7,18,8,18,7.0,18.0
’„G0357AFD5F1E84542C6715469BF78C439,6,19,7,15,18.0,18.0
’„GD4167CB00D66570E4BC550F0BE37071D,8,18,7,17,8.0,20.0
’„G92FADDB020FF82C8CED416F3ECAEA71B,6,8,12,17,5.0,20.0
’„G509C17EB1E281180ACE38EE639D0A98D,7,20,7,16,,
’„GDC1F973EFE5B63213021FA118B52FDFF,4,6,5,8,5.0,20.0
’„GFA8097D74192CEEBAF284C0222071D2F,7,16,8,16,8.0,18.0
’„G9F73E184CAE86E1378A846D121999E8B,8,12,7,17,8.0,16.0
’„G535C1700313FDE400E65EB4345009D85,7,22,6,19,,
’„GB241B489C4DD1E0DADA47B027670AE19,7,15,14,18,6.0,14.0
’„GF36148F7A05587E07C0B743DC8AF3ED5,9,17,9,16,5.0,21.0
’„GD221D502C155AA31F94A7C20EE1C0728,7,21,8,18,7.0,21.0
’„G8174EE73206DAC55887FE6BD2CDFBD53,8,12,9,21,8.0,22.0
’„GA3685F6046023444A6F75FB8AEBD9EEA,8,18,7,8,8.0,12.0
’„GE34DE9598890088DB58E711A813D5DBA,16,16,7,16,7.0,17.0
’„GE67723241F839D82DEC22EEF9A5253D6,7,17,7,7,,
’„G0695E5A279F1F992952490B48DF5D93B,14,15,12,19,,
’„G19FA4E4DEFA3AAC1E21022BF1ED32CE1,8,17,8,18,,
’„G514B49AEA434EB78B679D4E8C908E95B,7,18,8,18,,
’„G6D6AB7409FF96592AD0062AA7FBBA729,9,19,9,19,16.0,18.0
’„GBC500B071A0372C09503DDADD4CEA94A,8,17,13,16,7.0,18.0
’„GF2D9B7B2CE5557B2174AAE2CFE95CAD5,7,18,7,17,7.0,20.0
’„GB75D93898E6474CE4DD37286F0E244AD,6,15,10,13,6.0,16.0
’„G039BD8141938C17435E24261B8C26365,7,17,7,17,7.0,18.0
’„G9E3C2350C02BF3B87032181C2A47B777,8,16,8,17,9.0,13.0
’„G98BC21C553FD9D9079C962111F1FA263,7,17,7,17,6.0,18.0
’„GF879D52F07882E6B646A1B4237183C91,10,21,12,15,10.0,20.0
’„GDD1779A15F6888BF990BCA214B45220B,7,19,7,19,7.0,19.0
’„G660D5C25DE15CDAFA21A52769F251BF6,8,19,11,18,7.0,18.0
’„G9DEFCC3C56C6DEF680B31BF4941E7D2C,8,15,7,16,8.0,17.0
’„GDB41FCB7104D6B694C7FB64014166974,7,18,8,10,,
’„GB36C04AAB826EDFCDE6173F14D9A8FC3,9,10,9,9,,
’„GB604C0BBE93703A84FECEDC246E8D99C,16,17,7,15,6.0,19.0
’„G00C449784A6A14C30D76198B421FB8B5,7,17,7,17,7.0,20.0
’„G84C9F9B732D5E77B17D4C1026102DBD8,7,17,7,7,7.0,17.0
’„G009976109975054C9F8695E8C9170688,11,22,9,17,,
’„G059E75DB27B8E4EADD41F97EAFECC6FF,7,16,7,16,7.0,17.0
’„G61AF715A3653C53209E7EC70D22583AD,7,17,7,17,7.0,16.0
’„G69D066FA902EEB11680BBBF278CBF0FB,8,18,8,17,7.0,18.0
’„GF8FF0F6C046C31611D557DB9EC28C3E0,17,18,1,16,,
’„GADB93CA32AD9663CE1591F8D8BE4E493,7,7,7,17,7.0,19.0
’„G21839635FF40538FC7DBA79AB3E7AECE,8,10,8,10,8.0,11.0
’„G343706906BECD117A3B5541FFB81E1D3,7,18,8,17,,
’„G4A5718FC009271FDE07091C7F9148360,7,17,7,17,7.0,18.0
’„G86FF3BECD2101949CAA6906245086B2F,7,17,7,17,7.0,18.0
’„G592D6B71FCA65EFF4FC618FEF2A1382E,8,17,8,17,7.0,18.0
’„GF1C3118CA197BDDCBAF47C6A6809954F,7,14,9,9,7.0,17.0
’„G4C56BAE70AB28B011E476903FC246873,8,16,7,15,16.0,16.0
’„G74E5725128E34EA1B5CD43B2836DA0E1,7,19,7,17,7.0,19.0
’„GFBE154ACB45F9AA433552C11DDBE0C7E,7,20,7,17,7.0,18.0
’„G5D94838645222190FFE00C9388AE4BD1,0,20,6,16,6.0,10.0
’„G7C0A93AFA93D6ABE24A8355374306492,7,18,7,17,6.0,17.0
’„G625BA7D68518F5CAC876103A4E22D8E8,10,16,10,15,,
’„GE6DA20E70911A9B40E898774736D15FA,8,17,8,17,7.0,18.0
’„G4F7947918E32D8F9974DDC913CD9502D,9,19,9,17,11.0,21.0
’„G741BE4AE22C206F026EE3469717C3BD4,7,7,7,7,,
’„G8D7079614F2D4BE2900305CFAC872A6F,2,17,3,15,3.0,15.0
’„GDB637E80D9366767889E6B29B8D93F19,7,17,8,16,,
’„G06B92FA0B104B6448464C34CB029F8A1,7,18,7,17,7.0,17.0
’„G63600E47439D97C91189E2132351896D,7,8,8,13,7.0,17.0
’„A5567C3ECF50318F0FBF5EE08E2B3C849,8,20,8,18,,
’„G8C00EB21CBB6F357CB607E6D113A50CF,7,17,7,17,,
’„GB1800966A9C520C5F4B03A5F2E3A6149,7,8,7,18,7.0,7.0
’„G2262B391CB15E709F9BBF96D527EEE0B,7,18,7,17,7.0,17.0
’„G38792EDFEC2238CBAA7636238401187E,6,20,7,17,7.0,17.0
’„G4FEDA4C4BDDB43D0D18CA28C248D713E,10,19,10,19,,
’„G527953E2967426B92E32F48F71BE15EF,9,17,10,12,9.0,19.0
’„G87A2431412BECD627BB2609E195FDDB4,8,16,14,17,13.0,17.0
’„G833508F21E14B7A9BEFB4DB9A33E6AD3,7,19,8,19,7.0,18.0
’„G75277C1B8562288F5C165F9212A7B5CC,7,18,7,20,6.0,16.0
’„G028197029C6258A46129B670841A51E4,7,17,7,17,6.0,18.0
’„G346B676251B6AE870FEEF66A9CD4DDC2,7,17,7,17,7.0,17.0
’„GB4E22B0C6F59D323C3D1E7E0CEB40BFD,7,18,7,16,,
’„G3798ECC6860D618A47B6B1A9B108C423,4,4,9,17,8.0,9.0
’„G8C7CB6D19FF43BA90D0A7F43B56D939B,6,8,8,17,8.0,17.0
’„GBBA5A7085B3F9E52BC5911F7C86A905D,7,18,12,17,7.0,19.0
’„GE1D8D2ABA3963D79BD0077378A956212,8,17,8,17,7.0,18.0
’„GD2BD6B77E10ACB6CE99620A4D08B54D0,7,15,7,14,7.0,14.0
’„G2D126CC03CBE54D3AD1D001EA702E247,7,16,8,18,,
’„G30FB44CB3C11ED0C0FB51C0BF830C323,5,7,3,6,3.0,6.0
